"Nombres","","",""
"Nombre","Sexo","Origen y Comentarios",""
"Nicasio","M","ORIGEN:GRIEGO---SIGNIFICADO: RELATIVO A LA VICTORIA,EN EL MARTIROLOGIODOS OBISPOS GALOS DEL SIGLO V---NOMBRE:COMUN---GENERO:MASCULINO---VARIACION DE GENERO: NICASIA-",""
"Niccolo","M","",""
"Niceas","M","ORIGEN:GRIEGO---SIGNIFICADO:EL DE LA GRAN VICTORIA---GENERO:MASCULINO-",""
"Nicecio","M","OBISPO 2 DE ABRIL",""
"Niceforo","M","ORIGEN:GRIEGO---SIGNIFICADO:EL QUE DA LA VICTORIA---GENERO:MASCULINO--VARIACION DE GENERO:NICEFORA-",""
"Nicerata","F","VIRGEN 27 DE DICIEMBRE",""
"Nicetas","M","OBISPO 7 DE ENER--20 DE MARZO--ANACORETA 3 DE ABRIL",""
"Niceto","M","ORIGEN:GRIEGO---SIGNIFICADO: EL QUE ES VICTORIOSO----GENERO:MASCULINO-VARIACION DE GENERO: NICETA.",""
"Nicholas","M","",""
"Nichole","F","",""
"Nick","M","",""
"Nicki","F","",""
"Nickolas","M","",""
"Nicodemo","M","ORIGEN:GRIEGO---SIGNIFICADO: VENCEDOR DEL PUEBLO--EN EL SANTORALO FIGURA COMO EL FARISEO QUE AYUDADO POR JOSE DE ARIMATEA DIO SEPULTURA AJESUS---OTROS ORIGENES:NVO.TESTAMENTO---GENERO:MASCULINO-",""
"Nicola","M","",""
"Nicolas","M","ORIGEN:GRIEGO---SIGNIFICADO: VICTORIOSO EN EL PUEBLO,UNO DE LOS 7 ELEGIDOS POR LOS APOSTOLES EN JERUSALEM PARA EL CUIDADO DE LOS POBRES--SAN NICOLAS DE BARI----NOMBRE:COMUN---GENERO:MASCULINO---VARIACION DE",""
"Nicolasa","F","",""
"Nicole","F","",""
"Nicoletta","F","",""
"Nicolette","F","",""
"Nicolina","F","",""
"Nicolo","M","",""
"Nicomedes","M","ORIGEN:GRIEGO---SIGNIFICADO: EL QUE PREPARA LA VICTORIA---MARTIR ROMA-NO DEL SIGLO I---GENERO:MASCULINO-",""
"Nicon","M","ORIGEN:GRIEGO----SIGNIFICADO: EL VICTORIOSO---GENERO:MASCULINO-",""
"Nicostrato","M","ORIGEN:GRIEGO---SIGNIFICADO: EL GENERAL QUE CONDUCE A LA VICTORIA---GENERO:MASCULINO-",""
"Nidgard","M","OBISPO 9 DE OCTUBRE",""
"Nidia","F","ORIGEN:GRIEGO---SIGNIFICADO: NOMBRE DE LA MUCHACHA CIEGA QUE SALVO AGLAUCO EN LA NOVELA""LOS ULTIMOS DIAS DE POMPEYA"",LA QUE TIENE DULZURAY BONDAD---NOMBRE:COMUN---GENERO:FEMENINO",""
"Nielsin","F","",""
"Nien","M","",""
"Nieves","F","ORIGEN:LATINO---SIGNIFICADO: DEL LATIN ""NEVE"" POR ""NIVE"": SUPREMA BLANCURA- RECUIERDA A NTRA.SRA.DE LAS NIEVES-ADVOCACION DE LA VIRGEN EN ELMONTE ESQUILINO--PLURAL DE NIEVE---NOMBRE:COMUN---GENERO:FEMENINO-",""
"Nigel","M","",""
"Nika","A","",""
"Nike","A","",""
"Nikita","A","",""
"Nikki","A","",""
"Niklas","M","",""
"Niko","M","",""
"Nikolas","M","",""
"Nikolay","M","",""
"Nikolos","M","",""
"Nikos","M","",""
"Nila","F","",""
"Nilamon","M","MONJE 6 DE ENERO",""
"Nilce","F","",""
"Nilda","F","SIGNIFICADO:ABREVIATURA DE ""BRUNILDA""---NOMBRE:COMUN---GENERO:FEMENINO",""
"Nilia","F","",""
"Nilo","M","ORIGEN:EGIPCIO---SIGNIFICADO: DEL LATIN ""NILUS"",LO QUE DIOS DIO PARALA VIDA-EL RIO POR ANTONOMASIA-SE USA EN ISRAEL COMO NOMBRE FEMENINO-""NILA"" ES NOMBRE DE PILA ENTRE LOS ANGLOSAJONES---GENERO:MASCULINO-",""
"Nils","M","",""
"Nimah","F","",""
"Nimai","M","",""
"Nimfa","F","VIRGEN Y MARTIR 10 DE NOVIEMBRE",""
"Nimia","F","ORIGEN:LATINO----SIGNIFICADO: LA QUE AMBICIONA---GENERO:FEMENINO-",""
"Nimsi","F","",""
"Nina","F","SIGNIFICADO: HIPOCORISTICO ITALIANO DE ""JUANITA"" (GIOVANNINA)---NOMBRECOMUN---GENERO:FEMENINO-",""
"Ninfodora","F","VIRGEN Y MARTIR 10 DE SEPTIEMBRE",""
"Niniano","M","OBISPO 16 DE SEPTIEMBRE",""
"Nino","M","ORIGEN:CALDEO---SIGNIFICADO: EL DUE¥O DE LOS PALACIOS---NOMBRE:COMUN--GENERO:MASCULINO-",""
"Ninon","F","",""
"Niobe","F","",""
"Nira","F","",""
"Nirit","F","",""
"Nirma","F","",""
"Nirvelli","F","",""
"Nisela","F","",""
"Nishan","F","",""
"Nisim","M","",""
"Nissa","F","",""
"Nissan","M","",""
"Nissim","M","",""
"Nita","F","",""
"Nitai","M","",""
"Oakes","M","",""
"Oakley","M","",""
"Obadia","M","",""
"Obdulia","F","ORIGEN:LATINO---SIGNIFICADO: LA QUE QUITA PENAS Y DOLORES-FORMA LATINIZADA DEL ARABE ""ABDULLAH"" QUE SIGNIFICA:SIERVO,ESCLAVO--GENERO:FEMENINO---VARIACION DE GENERO:OBDULIO-",""
"Obdulio","M","",""
"Obed","M","",""
"Obelia","F","",""
"Oberon","M","",""
"Obert","M","",""
"Oceana","F","",""
"Oceano","M","MARTIR FESTIV.4 DE SEPTIEMBRE",""
"Octavia","F","",""
"Octaviano","M","ORIGEN:LATINO---SIGNIFICADO: PERTENECIENTE A OCTAVIO,CAYO OCTAVIANO SOBRINO DE JULIO CESAR (ROMA),VARIEDAD DE OCTAVIO---GENERO:MASCULINO-",""
"Octavio","M","ORIGENLATINO---SIGNIFICADO: DEL LATIN""OCTAVIUS"" EL QUE PERTENECE A""OCTANUS"",OCTAVO HIJO DE LA FAMILIA,DE LA GENS ROMANA OCTAVIA DESCEN-DIA EL EMPERADOR AUGUSTO,CUYO PADRE CAYO OCTAVIO,CASO CON UNA HERMANA",""
"Oda","F","",""
"Odaia","F","",""
"Odara","A","",""
"Odeberto","M","ORIGEN:TEUTON---SIGNIFICADO: EL QUE BRILLA POR SUS POSESIONES---GENEROMASCULINO",""
"Odel","F","",""
"Odele","F","",""
"Odelia","F","",""
"Odell","A","",""
"Odelsia","F","",""
"Odera","F","",""
"Odessa","F","",""
"Odetta","F","",""
"Odette","F","",""
"Odila","F","ORIGEN:TEUTON---SIGNIFICADO: DIMINUTIVO GERMANICO DE ""ODA"",LA QUE ESDUE¥A DE CUANTIOSOS BIENES--EN EL SANTORAL UNA ABADESA ALSACIANA(SIGLOVII-VIII)PATRONA DE ALSACIA-HIJA DEL REY MAROMEO---GENERO:FEMENINO",""
"Odile","F","",""
"Odilia","F","SIGNIFICADO:VARIANTE DE ODILA---GENERO:FEMENINO---VARIACION DE GENERO:ODILIO-",""
"Odilon","M","ORIGEN:GERMANICO---SIGNIFICADO: DIMINUTIVO DE ODO,RICO Y FELIZ---GENERO:MASCULINO-",""
"Odin","M","",""
"Odina","F","",""
"Odino","M","",""
"Odo","M","",""
"Odolf","M","",""
"Odon","M","ORIGEN:GERMANICO----SIGNIFICADO: FORMA EVOLUCIONADA DE ""OTON"",EL DOMINADOR----GENERO:MASCULINO-",""
"Odran","M","ORIGEN:TEUTON---SIGNIFICADO: QUE ESTA ALERTA CUIDANDO SUS POSESIONESGENERO:MASCULINO",""
"Ofek","M","",""
"Ofelia","F","ORIGEN:GRIEGO---SIGNIFICADO: UTILIDAD,AYUDA,SOCORRO,LA CARITATIVA.PARECE QUE ACU¥O ESTE NOMBRE JACOBO SANNAZZARO EN SU NOVELA PASTORILLA ARCADIA (1504). NOMBRE:COMUN----GENERO: FEMENINO.",""
"Ofer","M","",""
"Ofir","M","ORIGEN:HEBREO---SIGNIFICADO: EL FEROZ---GENERO:MASCULINO",""
"Ofira","F","",""
"Og","M","",""
"Ogden","M","",""
"Ohanko","M","",""
"Ohanna","F","",""
"Ojani","M","",""
"Oke","M","",""
"Okelani","F","",""
"Oki","F","",""
"Olaf","M","ORIGEN:GERMANICO---SIGNIFICADO: EL LEGADO DEL ABUELO,EL GLORIOSO, SANOLAF HRALDSSON,REY DE NORUEGA----NOMBRE:COMUN----GENERO:MASCULINO.",""
"Olalla","F","ORIGEN:CATALANO--SIGNIFICADO: VARIANTE DE ""EULALIA"",QUE BIEN HABLAGENERO:FEMENINO-",""
"Olathe","F","",""
"Olaya","F","SIGNIFICADO:VARIEDAD DE ""EULALIA""---GENERO:FEMENINO",""
"Oleg","M","",""
"Olegario","M","ORIGEN:GERMANICO---SIGNIFICADO: INVULNERABLE GRACIAS A LA LANZA,EL QUEDOMINA CON SU FUERZA Y CON SU LANZA. NOMBRE:COMUN--GENERO:MASCULINO--VARIACION DE GENERO: OLEGARIA.",""
"Olena","F","",""
"Olesia","F","",""
"Oletha","F","",""
"Olga","F","ORIGEN: RUSO---SIGNIFICADO: FORMA RUSA DEL NOMBRE ESCANDINAVO HELGA,SALUD,INVULNERABLE---NOMBRE:COMUN--GENERO:FEMENINO.",""
"Oliana","F","",""
"Olimpia","F","ORIGEN:GRIEGO---SIGNIFICADO: PERTENECIENTE AL OLIMPO,LA MORADA DE LOSDIOSES,HIJA DE ARCADE QUE SE CASO CON PISO.---GENERO:FEMENINO---VARIACION DE GENERO: OLIMPIO-",""
"Olimpio","M","OBISPO 12 DE JUNIO",""
"Olimpo","M","",""
"Olin","M","",""
"Olinda","F","ORIGEN: GERMANICO---SIGNIFICADO:PROTECTOR DE LA PROPIEDAD,EL QUE NACIOO VINO DE OLINDA (GRECIA)---GENERO:MASCULINO----VARIACION DE GENERO:OLINDA",""
"Oliva","F","ORIGEN:LATINO---SIGNIFICADO: ACEITUNA-OLIVO-SIMBOLO DE PAZ EN LABIBLIA Y DE LA SABIDURIA Y LA GLORIA EN GRECIA---GENERO:FEMENINO-",""
"Olive","F","",""
"Oliver","M","",""
"Oliverio","M","SIGNIFICADO: NOMBRE DE UNO DE LOS FAMOSOS PALADINES DE CARLOMAGNOGENERO:MASCULINO--VARIACION DE GENERO:OLIVIA",""
"Olivia","F","SIGNIFICADO:DERIVACION DE OLIVA---GENERO:FEMENINO---VARIACION DE GENERO: OLIVIO",""
"Olivier","M","",""
"Ollie","A","",""
"Olmo","A","",""
"Olwen","F","",""
"Olympia","F","",""
"Oma","F","",""
"Omar","M","ORIGEN: ARABE---SIGNIFICADO: EL CONSTRUCTOR-NOMBRE DEL SEGUNDO CALIFADEL ISLAM Y FAMOSO CONQUISTADOR,EL QUE TIENE LARGA VIDA--NOMBRE:COMUNGENERO:MASCULINO",""
"Omega","F","",""
"Omer","M","",""
"Omri","M","",""
"Ona","F","",""
"Onan","M","",""
"Ondina","F","ORIGEN:LATINO---SIGNIFICADO:NOMBRE LITERARIO--ESPIRITU ELEMENTAL DELAGUA EN LA MITOLOGIA NORDICA,LA VIRGEN DE LAS ONDAS-GENERO:FEMENINO-",""
"Oneida","F","",""
"Onelia","F","",""
"Onella","F","",""
"Onesiforo","M","ORIGEN:GRIEGO---SIGNIFICADO:PORTADOR DE UTILIDAD,CRISTIANO QUE PRESTOVALIOSOS SERVICIOS A PABLO EN ROMA Y EFESO--EL QUE TIENE MUCHOS FRUTOSGENERO:MASCULINO-",""
"Onesimo","M","ORIGEN:GRIEGO---SIGNIFICADO: ESCLAVO DE FILEMON-EN ROMA FUE CONVERTIDOAL CRISTIANISMO POR PABLO--PROVECHOSO--OTROS ORIGENES NVO.TESTAMENTO--GENERO:MASCULINO",""
"Oni","F","",""
"Onida","F","",""
"Onkar","M","",""
"Onna","F","",""
"Onofre","M","ORIGEN:TEUTON---SIGNIFICADO: EL DEFENSOR DE LA PAZ,UNO DE LOS POCOSNOMBRES DEL EGIPTO ANTIGUO QUE SOBREVIVIERON EN EL MUNDO MODERNO,SANONOFRE,MONJE EGIPCIO DEL SIGLO IV---NOMBRE:COMUN---GENERO:MASCULINO-",""
"Onora","F","",""
"Onslow","M","",""
"Onur","M","",""
"Oona","F","",""
"Opal","F","",""
"Ophelia","F","",""
"Oprah","F","",""
"Optaciano","M","OBISPO 14 DE JULIO",""
"Optato","M","ORIGEN:LATINO---SIGNIFICADO: DEL LATIN ""OPTATUS"",DESEADO---GENERO:MAS-CULINO-----VARIACION DE GENERO:OPTATA",""
"Ora","F","",""
"Oralee","F","",""
"Oralie","F","",""
"Oran","M","",""
"Orane","M","",""
"Ordell","M","",""
"Orela","F","",""
"Oren","M","",""
"Orencio","M","ORIGEN:GRIEGO---SIGNIFICADO: EL JUEZ QUE EXAMINA---GENERO:MASCULINO--VARIACION DE GENERO:ORENCIA",""
"Orenda","F","",""
"Orest","M","",""
"Orestes","M","ORIGEN:GRIEGO---SIGNIFICADO: MONTA¥ES,HIJO DE AGAMENON Y CLITEMNESTRATRAGICO VENGADOR DE SU PADRE---GENERO:MASCULINO",""
"Orfeo","M","ORIGEN:GRIEGO---SIGNIFICADO: EL QUE TIENE BUENA VOZ,HIJO DEL REY TRA-CIO EAGRO,HIJO DE CALIOPE (UNA DE LAS MUSAS)---GENERO:MASCULINO-",""
"Orfilia","F","",""
"Orga¤a","M","BEATO-CONFESOR-8 DE ABRIL",""
"Ori","M","",""
"Oria","F","ORIGEN:LATINO--SIGNIFICADO: VALIOSA COMO EL ORO---GENERO:FEMENINO",""
"Orian","F","",""
"Oriana","F","ORIGEN:LATINO---SIGNIFICADO: DERIVA DE ORIA,CONTRACCION DE ""ORIA"" Y""ANA""---GENERO:FEMENINO=",""
"Oriane","F","",""
"Orianna","F","",""
"Oriel","M","",""
"Orieta","F","",""
"Origenes","M","ORIGEN:GRIEGO---SIGNIFICADO: NACIDO ENTYRE CUIDADOS---GENERO:MASCULINO",""
"Oringo","M","",""
"Oriole","F","",""
"Orion","M","ORIGEN:GRIEGO---SIGNIFICADO: GIGANTE CAZADOR,QUE TRAE LAS AGUAS---GENERO:MASCULINO-",""
"Orit","F","",""
"Orla","F","",""
"Orlando","M","SIGNIFICADO: FORMA ITALIANA DE ROLANDO O ROLDAN---NOMBRE:COMUN---GE-NERO: MASCULINO.",""
"Orlantha","F","",""
"Orleans","F","",""
"Orlee","F","",""
"Orli","F","",""
"Orly","A","",""
"Orma","F","",""
"Orman","M","",""
"Ormand","M","",""
"Ornela","F","",""
"Ornella","F","",""
"Oroncio","M","ORIGEN:PERSA---SIGNIFICADO:CORREDOR---GENERO:MASCULINO---VARIACION DEGENERO: ORENCIA",""
"Orosia","F","",""
"Orosio","M","",""
"Orquidea","F","",""
"Orrin","M","",""
"Orsa","F","",""
"Orsen","M","",""
"Orsiesio","M","ABAD 15 DE JUNIO",""
"Orsin","M","",""
"Orson","M","",""
"Ortzi","M","",""
"Orville","M","",""
"Orvin","M","",""
"Osario","M","OBISPO 26 DE ENERO",""
"Oscar","M","ORIGEN:GERMANICO---SIGNIFICADO: LA LANZA DE DIOS--NOMBRE:COMUN-GENERO: MASCULINO",""
"Oseas","M","ORIGEN:HEBREO---SIGNIFICADO: YAHVEH SOCORRE,UNO DE LOS LLAMADOS PROFE-TAS MENORES,HIJO DE BEERI,ORIUNDO DEL REINO DEL NORTE Y ALLI EJERCIOEL PROFETISMO---OTROS ORIGENES: NVO.TESTAMENTO---GENERO:MASCULINO",""
"Osgood","M","",""
"Osher","M","",""
"Osias","M","",""
"Osiris","M","ORIGEN:EGIPCIO---SIGNIFICADO: QUE POSEE VISTA PODEROSA,HIJO DE ""NUT"" YESPOSO DE ""ISIS"",DIVINIDAD CREADORA,PRINCIPIO DEL BIEN---GENERO:MASCU-LINO-",""
"Osita","F","MARTIR 7 DE OCTUBRE",""
"Osman","M","ORIGEN:ARABE---SIGNIFICADO: PEQUE¥O Y DOCIL COMO UN PICHON---GENERO:MASCULINO-",""
"Osmar","M","",""
"Osmundo","M","ORIGEN:GERMANICO----SIGNIFICADO:PROTECTOR---GENERO:MASCULINO-",""
"Osorio","M","ORIGEN:ESLAVO---SIGNIFICADO: EL MATADOR DE LOBOS---GENERO:NMASCULINO",""
"Osric","M","",""
"Ostiano","M","CONFESOR 30 DE JUNIO",""
"Osvaldo","M","ORIGEN:GERMANICO---SIGNIFICADO: AQUEL A QUIEN GOBIERNA UN DIOS--SANOSCAVLDO,REY DE NORTHUMBRIA,MURIO EN 642---NOMBRE:COMUN---GENERO:MASCULINO-",""
"Oswald","M","",""
"Oswaldo","M","MONJE OBISPO 28 DE FEBRERO---MARTIR 5 DE AGOSTO",""
"Otadan","M","",""
"Othmaro","M","ANACORETA 16 DE DICIEMBRE",""
"Otilia","F","ORIGEN:TEUTON---SIGNIFICADO: VARIANTE DE ""OTELO"",DIMINUTIVO DE ""OTON""DUE¥A DE CUANTIOSOS BIENES-SANTA OTILIA VIRGEN Y ABADESA ALSACIANA DELSIGLO VIII---NOMBRE:COMUN---GENERO:FEMENINO--VARIACION DE GENERO: OTI-",""
"Otilio","M","",""
"Otis","M","",""
"Oton","M","ORIGEN:TEUTON---SIGNIFICADO: VARIEDAD DE ODILA,EL PODEROSO SE¥OR,ELQUE ES DUE¥O DE BIENES---GENERO:MASCULINO-",""
"Otoniel","M","ORIGEN:HEBREO---SIGNIFICADO: LEON DE DIOS (COMO EL NOMBRE ARIEL)GENERO:MASCULINO",""
"Otto","M","",""
"Ottokar","M","",""
"Ottone","M","",""
"Ova","F","",""
"Ovadia","M","",""
"Overton","M","",""
"Ovid","M","",""
"Ovidio","M","ORIGEN:LATINO---SIGNIFICADO: DEL LATIN""OVIS"": OVEJA,EL QUE ES CUIDADORDE OVEJAS,NOMBRE DE UN POETA LATINO AUTOR DE LA METAMORFOSIS---NOMBRE:COMUN---GENERO:MASCULINO---VARIACION DE GENERO:OVIDIA.",""
"Owain","M","",""
"Owen","M","ORIGEN:GALES---SIGNIFICADO: JOVEN GUERRERO--EN EL SANTORAL UN OBISPOINGLES----GENERO:MASCULINO=",""
"Oxana","F","",""
"Oyendo","M","ABAD 1 DE ENERO",""
"Oz","A","",""
"Ozana","F","ORIGEN:HEBREO---SIGNIFICADO:SALVE---GENERO:FEMENINO",""
"Oziel","M","",""
"Ozturk","M","",""
"Ozzie","M","",""
"Pabla","M","",""
"Pablo","M","ORIGEN:LATINO---SIGNIFICADO: DEL LATIN ""PAULUS"":PEQUE¥O,EL DE PEQUE¥AESTATURA,JUDIO DE TARSO DE NACIMIENTO ROMANO,PERSEGUIDOR DE LOS ROMA-NOS SE CONVIRTIO A CRISTO. SU FIGURA ES MUY IMPORTANTE EN EL RELATO",""
"Pace","M","ORIGEN:LATINO---SIGNIFICADO: DEL LATIN ""PAX"":PAZ--",""
"Paciano","M","OBISPO-9 DE MARZO--ORIGEN:LATINO---SIGNIFICADO: DEL BAJO LATIN ""PACIANUS"",PATRONIMICO DE PAX (PAZ),EL QUE PERTENECE A LA PAZ---GENERO:MASCULINO-",""
"Paciencia","F","MARTIR 1 DE MAYO- 10 DE AGOSTO--ORIGEN:LATINO---SIGNIFICADO: DEL LATIN""PATIENTIA"":PACIENCIA,SUFRIMIENTO,TOLERANCIA,NOMBRES MISTICO---GENERO:FEMENINO",""
"Paciente","M","OBISPO 8 DE ENERO--OBISPO 11 DE SEPTIEMBRE--ORIGEN:DEL LATIN ""PATIENS""EL QUE SUFRE,EL QUE SOPORTA,RESIGNADO---GENERO:MASCULINO-",""
"Pacifico","M","ORIGEN:LATINO--- SIGNIFICADO: DEL LATIN""PACIFICUS"" DE PAX Y DE FACIOEL QUE HACE LA PAZ,SAN PACIFICO,RELIGIOSO ITALIANO DEL SIGLO XVIII--GENERO:MASCULINO---VARIACION DE GENERO:PACIFICA",""
"Paco","M","",""
"Pacomio","M","ORIGEN:LATINO---SIGNIFICADO: DEL LATIN ECLESIASTICO ""PACOMIUS"" DERIVADO DEL COPTO PA.AHOM,QUE SIGNIFICA,EL DEL AGUILA-ROBUSTO Y BIEN FORNIDO---GENERO:MASCULINO-",""
"Paddy","M","",""
"Pafnucio","M","ORIGEN:GRIEGO----SIGNIFICADO: EL RICO EN MERITOS---GENERO:MASCULINO-",""
"Page","A","",""
"Paige","A","",""
"Paine","F","",""
"Painegour","A","",""
"Paki","M","",""
"Pakuna","F","",""
"Palaciata","F","ORIGEN:GRIEGO--SIGNIFICADO: LA DE MANSION SUNTUOSA---GENERO:FEMENINO-",""
"Paladia","F","ORIGEN:GRIEGO---SIGNIFICADO: RELATIVO A PALAS (MINERVA),PROTEGIDA PORPALAS---GENERO:FEMENINO----VARIAICON DE GENERO: PALADIO",""
"Paladio","M","ANACORETA 28 DE ENERO",""
"Palash","M","",""
"Palatino","M","ORIGEN:LATINO---SIGNIFICADO: EL QUE VIENE DEL MONTE PALATINO---GENERO:MASCULINO---VARIACION DE GENERO: PALATINA.",""
"Palben","M","",""
"Palemon","M","ORIGEN:GRIEGO---SIGNIFICADO:TAL VEZ DERIVADO DEL VERBO LUCHAR,BATALLAREL LUCHADOR,EL QUE COMBATE--EN LA MITOLOGIA UN DIOS MARINO FAVORABLE ALOS NAUFRAGOS,IDENTIFICADO CON EL LATINO ""PORTUNUS"", DIOS DE LOS PUER",""
"Paleologo","M","",""
"Palesa","F","",""
"Pallas","M","",""
"Palma","M","",""
"Palmacio","M","ORIGEN:LATINO---SIGNIFICADO: DEL LATIN ""PALMATIUS"",GENTILICIO DE PALMATUS,QUE SIGNIFICA PALAMADO,ORNADO CON HOJAS DE PALMERAS BORDADAS---GENERO:MASCULINO",""
"Palmer","M","",""
"Palmiera","F","",""
"Palmira","F","ORIGEN:LATINO---SIGNIFICADO: DERIVA DE PALMA;NOMBRE QUE SE DA EN CELEBRACION DEL DOMINGO DE RAMOS,DE PALMAS,ASI LLAMADO PORQUE EL PUEBLO DEJERUSALEN AGITABA RAMOS DE PALMERAS AL PASO DE JESUS--GENERO:FEMENINO-",""
"Palmiro","M","",""
"Paloma","F","ORIGEN:LATINO---SIGNIFICADO: DEL LATIN ""PALUMBA"": PICHON SALVAJE DE COLOR PALIDO--COMO NOMBRE SE DEBE A LA DULZURA Y SUAVIDAD DEL AVE; SIMBOLO DE PAZ EN EL ANTIGUO TESTAMENTO Y DEL ESPIRITU SANTO EN EL NUEVO",""
"Palti","M","",""
"Pam","F","",""
"Pambon","M","ANACORETA 1 DE JULIO",""
"Pamela","F","ORIGEN:GRIEGO---SIGNIFICADO: LA QUE GUSTA DEL CANTO Y LA MUSICA-NOMBREFORJADO POR EL POETA INGLES FELIPE SINDEY EN SU POEMA ARCADIA (1590)TODO MIEL---NOMBRE:COMUN---GENERO:FEMENINO",""
"Pamelia","F","",""
"Pampa","A","",""
"Pampin","M","",""
"Panas","M","",""
"Pancario","M","19 DE MARZO",""
"Pancracio","M","ORIGEN:GRIEGO---SIGNIFICADO: PODEROSO,FUERTE---GENERO:MASCULINO----VARIACION DE GENERO: PANCRACIA.",""
"Pandita","F","",""
"Pandora","F","",""
"Panfilo","M","ORIGEN:GRIEGO--SIGNIFICADO: AMIGO DE TODOS----NOMBRE:COMUN----GENERO:MASCULINO---VARIACION DE GENERO:PANFILA.",""
"Panphila","F","",""
"Pansalino","M","MARTIR 11 DE ENERO",""
"Pansy","F","",""
"Pantagapas","M","2 DE SEPTIEMBRE",""
"Pantaleon","M","ORIGEN:GRIEGO---SIGNIFICADO: TODO MISERICORDIOSO--FUERTE EN TEXTO-----GENERO:MASCULINO",""
"Pantalo","M","OBISPO MARTIR ,12 DE OCTUBRE",""
"Panteno","M","ORIGEN:GRIEGO---SIGNIFICADO: EL QUE ES DIGNO DE TODA ALABANZA---GENEROMASCULINO-",""
"Panthea","F","",""
"Panya","F","",""
"Paola","F","",""
"Paolo","M","",""
"Papas","M","MARTIR 16 DE MARZO",""
"Papias","M","ORIGEN:GRIEGO---SIGNIFICADO: EL PADRE VENERABLE---GENERO:MASCULINO----",""
"Papilo","M","DIACONO-13 DE ABRIL",""
"Papina","F","",""
"Papiniano","M","MARTIR 28 DE NOVIEMBRE-",""
"Papio","M","MARTIR 7 DE JULIO",""
"Paragro","M","MARTIR 9 DE DICIEMBRE",""
"Paramesh","M","",""
"Paramon","M","MARTIR 29 DE NOVIEMBRE",""
"Parana","A","",""
"Parca","F","",""
"Pardulfo","M","ORIGEN:GERMANICO---SIGNIFICADO: GUERRERO ARROJADO,ARMADO CON HACHA---GENERO:MASCULINO",""
"Paris","A","ORIGEN:GRIEGO--SIGNIFICADO: EL QUE MEJOR SOCORRE,HIJO DE PRIAMO,REY DETROYA Y DE HECUBA---GENERO:MASCULINO",""
"Parisio","M","",""
"Park","A","",""
"Parker","M","",""
"Parlan","M","",""
"Parmenas","M","",""
"Parmenio","M","",""
"Parnell","M","",""
"Parnucio","M","",""
"Parodio","M","",""
"Parrish","M","",""
"Parry","M","",""
"Parsceve","F","",""
"Partemio","M","",""
"Partemuto","M","",""
"Parthenios","M","",""
"Pascal","M","",""
"Pascale","F","",""
"Pascasia","F","",""
"Pascasio","M","",""
"Pascha","F","",""
"Pascua","F","",""
"Pascual","M","",""
"Pasha","F","",""
"Pasicrates","M","",""
"Pastol","M","",""
"Pastor","M","",""
"Pat","A","",""
"Patamon","M","",""
"Patapio","M","",""
"Paterio","M","",""
"Paterniano","M","",""
"Paterno","M","",""
"Patience","F","",""
"Patil","F","",""
"Patrice","A","",""
"Patricia","F","",""
"Patricio","M","",""
"Patrick","M","",""
"Patrobas","M","",""
"Patrocinio","M","",""
"Patroclo","M","",""
"Patsy","F","",""
"Patterson","M","",""
"Patton","M","",""
"Patty","A","",""
"Patxi","M","",""
"Pau","M","",""
"Paul","M","",""
"Paula","F","",""
"Paule","F","",""
"Paulette","F","",""
"Paulin","M","",""
"Paulina","F","",""
"Pauline","F","",""
"Paulino","M","",""
"Paulo","M","",""
"Paulos","M","",""
"Pausidio","M","",""
"Pausilipo","M","",""
"Pavel","M","",""
"Pavit","M","",""
"Pavla","F","",""
"Paxton","A","",""
"Payton","A","",""
"Paz","A","",""
"Pazia","F","",""
"Peace","F","",""
"Pearl","F","",""
"Peder","M","",""
"Pedro","M","",""
"Pedro Nolasco","M","",""
"Pegas","M","",""
"Pegaso","M","",""
"Pegeen","F","",""
"Peggy","F","",""
"Pehuen","M","",""
"Pelagia","F","",""
"Pelagio","M","",""
"Pelayo","M","",""
"Pelegrino","M","",""
"Peleo","M","",""
"Pelino","M","",""
"Pelope","M","",""
"Pelton","M","",""
"Pelusio","M","",""
"Pemba","F","",""
"Pembroke","M","",""
"Pemon","M","",""
"Penelope","F","",""
"Peninah","F","",""
"Peninna","F","",""
"Penley","M","",""
"Penn","M","",""
"Penney","F","",""
"Pennie","F","",""
"Penny","F","",""
"Penthea","F","",""
"Peony","F","",""
"Pepino","M","",""
"Perceval","M","",""
"Percival","M","",""
"Percy","M","",""
"Peregrino","M","",""
"Perfecto","M","",""
"Pergentino","M","",""
"Peri","F","",""
"Pericles","M","",""
"Perla","F","",""
"Perpedigna","F","",""
"Perpetua","F","",""
"Perpetuo","M","",""
"Perri","F","",""
"Perrin","M","",""
"Perry","M","",""
"Perseo","M","",""
"Perseveranda","F","",""
"Persis","F","",""
"Perth","M","",""
"Pervis","M","",""
"Peta","F","",""
"Pete","M","",""
"Peter","M","",""
"Petra","F","",""
"Petrarca","M","",""
"Petrona","F","",""
"Petronax","M","",""
"Petronila","F","",""
"Petronio","M","",""
"Petros","M","",""
"Petula","F","",""
"Petunia","F","",""
"Peverell","M","",""
"Peyo","M","",""
"Pe¤imel","A","",""
"Phaedra","F","",""
"Phedra","F","",""
"Phemia","F","",""
"Phil","M","",""
"Phila","F","",""
"Philana","F","",""
"Philander","M","",""
"Philine","F","",""
"Philip","M","",""
"Philippa","F","",""
"Philippe","M","",""
